id;f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;target
528;1;3,8487;6;1;1;2;1;2;1;1;0;6;7;7;7;1;1;1;1;1;48;3000;1;1;1;10;1;36;17;13,3819;0
529;3;9,1158;3;1;1;1;1;2;1;1;0;3;3;4;5;1;1;1;1;1;47;4250;1;1;1;10;1;48;7;27,8387;0
530;1;46,0599;6;2;1;2;2;3;1;1;0;6;6;6;6;1;2;1;1;1;34;5000;1;1;1;10;1;60;2;5,1652;0
531;81;1021,8592;2;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;32;4000;1;1;1;9;1;127;15;21,8622;0
532;26;25,1193;4;1;3;3;3;2;2;1;300;4;4;4;10;1;1;1;1;1;40;5000;1;1;1;8;1;60;16;17,3459;0
533;22;0,2834;1;1;1;1;1;4;1;1;88;5;11;11;11;1;1;1;1;1;30;4696;1;1;1;12;1;24;11;44,0103;1
534;1;4,3393;1;2;2;1;1;3;1;1;35;1;3;3;6;1;2;1;1;1;42;3500;1;1;1;12;1;10;11;0,0001;0
535;1;264,8522;2;2;1;2;2;1;2;1;0;2;2;2;2;1;1;1;1;1;46;5853;1;1;1;13;1;60;14;0,0002;0
536;2;0,9466;1;2;1;4;2;5;1;1;34;2;2;18;36;1;1;1;1;1;48;4013;1;1;1;10;1;24;20;0,0001;1
537;1;6,3324;1;1;1;1;1;1;1;1;47;1;6;6;10;1;1;1;1;1;49;2208;1;1;1;6;1;12;36;11,1199;0
538;2;2,0935;4;4;4;7;4;3;1;1;61;4;5;5;17;1;2;1;1;1;54;3612;1;1;1;12;1;36;14;6,2832;0
539;1;841,803;4;1;1;1;1;1;1;1;0;4;4;4;4;1;1;1;1;1;31;3000;1;1;1;12;1;10;27;5,996;0
540;1;90,1309;4;2;2;5;4;1;4;1;0;4;4;4;4;1;1;1;1;1;42;3489;1;1;1;7;1;60;11;82,5041;0
541;4;0,0184;5;1;1;1;1;1;1;1;134;8;8;8;9;1;1;1;1;1;37;3500;1;1;1;9;1;12;23;54,202;1
542;2;553,0296;4;1;1;1;1;1;1;1;147;4;4;4;4;1;1;1;1;1;33;5418;1;1;1;9;1;96;7;175,9312;0
543;1;62,3599;1;1;2;5;5;1;2;1;0;1;1;1;1;1;1;1;1;1;38;3500;1;1;1;10;1;60;14;4,1173;0
544;1;15,4933;2;1;1;2;2;1;1;1;0;2;2;2;3;1;1;1;1;1;34;3000;1;1;1;7;1;6;13;0,0002;0
545;1;0,4856;2;1;1;7;1;4;1;1;30;3;4;4;21;1;1;1;1;1;33;6500;1;1;1;12;1;24;8;3,7882;0
546;1;1,9851;1;1;1;1;1;1;1;1;0;1;2;2;2;1;1;1;1;1;54;2750;1;1;1;9;1;12;15;0,0001;0
547;1;56,0922;1;1;2;3;2;1;2;1;0;1;1;1;1;1;1;1;1;1;40;2709;1;1;1;10;1;60;18;4,0958;0
548;24;194,2067;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;54;6000;1;1;1;13;1;24;13;7,1759;0
549;2;5,0575;9;1;1;2;2;1;1;1;15;9;10;10;10;1;1;1;1;1;40;3000;1;1;1;8;1;60;27;7,2063;0
550;3;116,0615;4;1;2;3;2;1;1;1;0;4;4;4;4;1;1;1;1;1;51;5001;1;1;1;10;1;96;10;3,4202;0
551;1;49,4343;1;1;1;3;2;2;1;1;0;1;1;1;1;1;1;1;1;1;37;4013;1;1;1;10;1;24;20;8,8844;0
552;1;15,2294;1;1;2;1;1;2;1;1;43;1;1;1;2;1;1;1;1;1;42;3000;1;1;1;10;1;12;17;0,0002;0
553;3;152,1909;1;1;2;2;2;1;2;1;0;1;1;1;1;1;1;1;1;1;50;5001;1;1;1;7;1;60;10;4,2658;0
554;2;22,9556;2;1;3;4;3;3;3;1;279;2;2;2;12;1;1;1;1;1;50;3794;1;1;1;10;1;60;13;12,32;0
555;1;1,9848;1;1;2;3;2;4;2;1;63;1;20;20;20;1;1;1;1;1;39;3251;1;1;1;7;1;44;15;8,6819;0
556;5;0,0893;1;1;1;3;1;2;2;1;11;21;21;21;21;1;1;1;1;1;56;5526;1;1;1;10;1;60;9;141,684;0
557;1;2,2302;2;1;1;3;2;2;1;1;198;2;10;10;10;1;1;1;1;1;42;5959;1;1;1;9;1;24;8;0,0001;0
558;1;94,9263;9;2;2;1;1;1;1;1;0;9;9;9;9;1;2;1;1;1;44;3500;1;1;1;12;1;48;23;4,1863;0
559;5;186,1879;6;1;3;3;3;1;1;1;0;6;6;6;6;1;1;1;1;1;43;5833;1;1;1;9;1;36;14;23,841;0
560;1;9,2003;2;2;1;6;3;1;1;1;8;2;2;16;16;1;1;1;1;1;53;2709;1;1;1;11;1;12;18;0,0001;0
561;1;25,744;1;1;1;2;2;1;1;1;0;1;1;1;2;1;1;1;1;1;42;3251;1;1;1;12;1;12;15;0,0001;0
562;1;0,6591;2;1;1;1;1;1;1;1;0;3;3;3;3;1;1;1;1;1;29;3500;1;1;1;10;1;24;14;9,0352;1
563;1;50,3589;1;1;6;7;3;2;3;1;0;1;1;1;1;1;1;1;1;1;60;3500;1;1;1;10;1;60;14;6,7688;0
564;35;1,3332;2;1;2;3;2;3;0;1;50;2;10;10;10;1;1;1;1;1;33;3000;1;1;1;9;1;36;17;16,3447;0
565;69;0,7353;1;2;3;2;2;5;2;1;20;3;3;3;6;1;2;1;1;1;31;4500;1;1;1;10;1;60;18;32,4913;1
566;1;1,927;2;1;1;3;2;5;1;1;81;2;4;7;7;1;1;1;1;1;41;2709;1;1;1;13;1;12;15;0,0001;1
567;1;154,5384;1;1;2;2;2;1;1;1;0;1;1;1;1;1;1;1;1;1;34;4500;1;1;1;12;1;24;11;16,192;0
568;2;0,0127;5;1;1;1;1;1;1;1;10;11;11;11;11;1;1;1;1;1;38;5526;1;1;1;12;1;12;9;27,6015;0
569;71;0,4713;1;1;1;1;1;2;2;1;52;3;3;3;3;1;1;1;1;1;34;3792;1;1;1;13;1;10;11;150,134;0
570;1;49,4343;3;2;2;3;2;2;1;1;0;3;3;3;3;1;2;1;1;1;53;3261;1;1;1;12;1;108;12;3,3138;0
571;79;136,0126;3;1;2;2;2;1;1;1;0;3;3;3;3;1;1;1;1;1;39;5853;1;1;1;9;1;60;14;15,6986;0
572;95;24,3429;1;1;1;1;1;2;1;1;34;1;1;1;3;1;1;1;1;1;41;3346;1;1;1;12;1;36;24;11,3797;0
573;1;668,0993;3;1;1;1;1;1;1;1;0;3;3;3;3;1;1;1;1;1;37;5002;1;1;1;9;1;127;10;2,7303;1
574;3;163,8703;2;1;1;1;1;1;2;1;0;2;2;2;2;1;1;1;1;1;43;4252;1;1;1;7;1;60;12;131,0317;0
575;91;0,7582;5;1;2;1;1;2;1;1;0;7;7;7;7;1;1;1;1;1;40;3000;1;1;1;13;1;36;27;119,9367;1
576;1;1,0497;1;1;1;1;1;2;1;1;7;1;3;3;3;1;1;1;1;1;42;4000;1;1;1;10;1;24;20;15,235;1
577;1;0,2033;1;1;2;3;3;2;3;1;25;2;3;3;3;1;1;1;1;1;55;5001;1;1;1;6;1;24;10;7,2645;0
578;2;0,0114;1;1;2;1;1;3;1;1;0;2;5;6;6;1;1;1;1;1;43;4767;1;1;1;10;1;11;10;165,2444;0
579;1;0,1143;1;1;1;1;1;3;1;1;19;7;7;7;7;1;1;1;1;1;30;2982;1;1;1;9;1;12;17;18,3351;0
580;1;125,4079;1;2;1;1;1;1;2;1;0;1;1;1;1;1;2;1;1;1;35;5000;1;1;1;10;1;24;14;0;0
581;2;29,5309;2;1;2;2;1;2;1;1;20;2;2;2;5;1;1;1;1;1;40;3000;1;1;1;10;1;60;17;4,8595;0
582;1;20,7966;2;1;1;7;5;4;0;1;12;2;2;2;14;1;1;1;1;1;50;2249;1;1;1;12;1;24;27;2,7828;0
583;1;20,4112;2;1;1;1;1;1;1;1;5;2;2;2;4;1;1;1;1;1;32;2208;1;1;1;10;1;13;23;26,7912;0
584;77;1,9529;1;1;1;4;3;3;0;1;54;1;4;6;7;1;1;1;1;1;55;5001;1;1;1;9;1;6;10;182,4726;0
585;1;108,8641;2;1;1;2;2;1;1;1;8;2;2;2;2;1;1;1;1;1;43;5418;1;1;1;9;1;24;9;0,0001;1
586;1;3,8773;2;2;1;1;1;4;1;1;27;2;7;7;7;1;2;1;1;1;45;6500;1;1;1;12;1;6;8;18,3728;0
587;1;2,1412;1;1;1;1;1;1;1;1;0;1;3;3;3;1;1;1;1;1;48;4984;1;1;1;10;1;24;10;4,7025;0
588;88;14,0893;1;1;3;4;4;3;1;1;0;1;1;1;3;1;1;1;1;1;43;2500;1;1;1;10;1;60;20;16,0657;0
589;1;0,0424;1;1;2;2;2;4;1;1;111;9;9;16;16;1;1;1;1;1;42;4336;1;1;1;10;1;36;12;126,2025;0
590;12;4,7692;2;1;1;1;1;2;1;1;11;2;3;4;5;1;1;1;1;1;51;5000;1;1;1;8;1;60;10;91,9419;0
591;1;6,9332;2;1;2;4;1;4;1;1;0;2;8;13;13;1;1;1;1;1;48;5268;1;1;1;12;1;48;9;5,1075;0
592;1;0,3334;1;2;3;6;4;2;4;1;56;7;8;13;13;1;1;1;1;1;46;2750;1;1;1;9;1;24;18;0,0001;0
593;1;11,1996;2;1;1;1;1;1;1;1;0;2;2;3;3;1;1;1;1;1;45;4334;1;1;1;7;1;24;12;8,1682;0
594;1;83,0283;1;1;1;3;2;1;1;1;0;1;1;1;1;1;1;1;1;1;54;3500;1;1;1;12;1;24;14;4,1507;0
595;1;38,5267;1;1;1;1;1;3;1;1;0;1;1;1;1;1;1;1;1;1;43;5019;1;1;1;10;1;36;16;0,0002;0
596;1;4,7806;2;1;1;3;2;4;2;1;285;2;4;4;24;1;1;1;1;1;50;5000;1;1;1;13;1;12;10;14,6701;0
597;2;5,2058;2;1;1;1;1;4;1;1;1;2;7;15;15;1;1;1;1;1;40;3272;1;1;1;12;1;25;15;15,8131;0
598;12;172,2472;4;1;1;2;2;1;1;1;0;4;4;4;4;1;1;1;1;1;40;5000;1;1;1;12;1;12;16;6,6884;0
599;5;0,0532;1;1;1;1;1;2;1;1;0;12;12;12;12;1;1;1;1;1;59;5418;1;1;1;10;1;60;9;168,4456;0
600;2;0,0124;2;1;2;2;2;1;1;1;0;3;3;3;3;1;1;1;1;1;52;3010;1;1;1;10;1;108;17;11,9231;0
601;3;0,2279;1;1;3;8;2;1;3;1;133;4;4;4;7;1;1;1;1;1;45;5251;1;1;1;12;1;36;11;6,8338;0
602;1;4,3081;1;1;1;2;1;2;1;1;26;1;2;13;22;1;1;1;1;1;34;2509;1;1;1;12;1;60;32;6,9679;0
603;10;3,095;2;1;2;4;2;2;2;1;30;2;4;4;4;1;1;1;1;1;29;6500;1;1;1;8;1;6;8;14,4829;0
604;1;16,4489;1;1;1;1;1;2;1;1;38;1;1;1;3;1;1;1;1;1;51;3513;1;1;1;10;1;12;14;4,2467;0
605;1;11,1837;1;1;1;3;1;1;1;1;8;1;1;4;5;1;1;1;1;1;48;3261;1;1;1;9;1;24;15;0,0002;0
606;1;10,209;2;1;1;1;1;1;1;1;30;2;2;3;4;1;1;1;1;1;44;3001;1;1;1;10;1;36;17;5,5218;0
607;1;1,6057;1;1;1;1;1;2;2;1;94;1;2;2;2;1;1;1;1;1;47;5853;1;1;1;12;1;60;14;0,0001;0
608;64;47,0124;4;1;1;1;1;2;1;1;97;4;4;4;4;1;1;1;1;1;33;5001;1;1;1;10;1;6;16;19,5272;0
609;1;39,9748;1;1;1;1;1;1;1;1;0;1;1;1;1;1;12;1;1;1;41;5100;1;1;1;9;1;6;10;0;0
610;4;50,0971;1;1;2;4;3;2;1;1;0;1;1;1;1;1;1;1;1;1;30;3500;1;1;1;5;1;60;23;96,2774;0
611;1;65,9188;1;1;2;3;2;1;2;1;0;1;1;1;1;1;1;1;1;1;39;4334;1;1;1;7;1;72;18;12,3959;0
612;1;0,0259;2;1;1;3;2;1;1;1;0;3;3;3;3;1;1;1;1;1;46;2509;1;1;1;12;1;48;16;0,0001;0
613;1;9,3875;1;1;1;1;1;2;1;1;0;1;1;9;9;1;1;1;1;1;49;4000;1;1;1;12;1;36;18;2,6318;0
614;1;2,0404;1;1;1;2;1;4;1;1;101;1;15;15;22;1;1;1;1;1;49;2509;1;1;1;10;1;36;32;0,0002;0
615;1;0,4688;1;1;1;2;1;2;1;1;0;2;2;2;2;1;1;1;1;1;58;3876;1;1;1;8;1;60;18;0,0002;0
616;1;9,5316;1;1;1;1;1;4;1;1;42;1;1;14;14;1;1;1;1;1;27;3000;1;1;1;10;1;6;17;0,0002;0
617;5;0,2898;2;1;1;3;1;2;0;1;6;6;6;6;6;1;1;1;1;1;51;5418;1;1;1;4;1;24;9;44,1947;0
618;1;9,2706;1;1;1;6;3;3;3;1;39;1;1;4;4;1;1;1;1;1;43;4166;1;1;1;10;1;36;19;3,1064;0
619;5;53,7078;4;1;2;4;2;2;1;1;0;4;4;4;4;1;1;1;1;1;31;5000;1;1;1;12;1;24;6;16,5574;0
620;1;3,9918;5;2;2;4;3;5;2;1;210;5;8;8;17;1;1;1;1;1;55;5500;1;1;1;10;1;36;9;0;0
621;2;0,0593;2;1;2;1;1;1;1;1;17;4;4;13;14;1;1;1;1;1;47;4109;1;1;1;9;1;24;12;3,5285;0
622;2;0,2167;1;1;1;1;1;3;1;1;8;6;6;6;9;1;1;1;1;1;55;5418;1;1;1;10;1;60;7;16,7186;0
623;1;0,6547;1;1;1;1;1;1;1;1;0;3;3;3;3;1;1;1;1;1;30;5418;1;1;1;10;1;24;9;6,7298;0
624;1;90,5179;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;34;5418;1;1;1;12;1;60;9;4,1867;0
625;67;0,46;1;1;5;14;8;9;3;1;18;6;12;18;20;1;1;1;1;1;54;2509;1;1;1;7;1;13;16;27,3267;0
626;2;4,8993;2;1;2;3;2;3;1;1;0;2;4;4;4;1;1;1;1;1;42;4265;1;1;1;9;1;12;12;0,0001;0
627;1;0,2307;1;1;1;1;1;2;1;1;25;6;6;6;6;1;1;1;1;1;60;4171;1;1;1;10;1;12;12;0,0001;0
628;1;352,3509;1;1;1;3;3;1;1;1;0;1;1;1;1;1;1;1;1;1;40;5418;1;1;1;8;1;12;9;0,0301;0
629;1;2,2713;1;1;1;1;1;3;1;1;7;1;5;8;8;1;1;1;1;1;33;3001;1;1;1;7;1;24;17;0;0
630;87;0,513;2;1;1;3;1;1;1;1;100;3;3;3;3;1;1;1;1;1;43;3500;1;1;1;10;1;24;14;144,9085;0
631;76;1,2492;1;1;1;4;2;2;1;1;0;1;4;4;7;1;1;1;1;1;38;6000;1;1;1;7;1;24;13;19,5272;1
632;1;212,8154;2;1;2;1;2;1;1;1;0;2;2;2;2;1;1;1;1;1;40;4876;1;1;1;9;1;72;12;6,2568;0
633;10;0,0184;2;1;1;1;1;1;1;1;0;3;3;3;3;1;1;1;1;1;34;5418;1;1;1;8;1;24;9;87,1646;0
634;6;20,5563;2;1;2;5;2;3;1;1;2;2;2;2;14;1;1;1;1;1;39;5017;1;1;1;10;1;24;8;14,564;0
635;1;146,6625;1;1;1;2;2;1;0;1;0;1;1;1;1;1;1;1;1;1;47;3010;1;1;1;12;1;60;20;0;0
636;1;96,8504;5;1;1;2;2;1;1;1;0;5;5;5;5;1;1;1;1;1;50;5000;1;1;1;9;1;60;16;8,2983;1
637;1;3,0151;1;1;1;2;2;3;1;1;0;1;14;14;15;1;1;1;1;1;33;3000;1;1;1;12;1;60;10;5,4566;0
638;7;45,8898;5;1;1;2;1;2;0;1;0;5;5;5;5;1;2;1;1;1;35;4000;1;1;1;12;1;12;15;40,0348;1
639;4;0,7632;1;1;2;1;1;1;1;1;0;2;2;2;2;1;2;1;1;1;54;4500;1;1;1;7;1;60;11;78,556;0
640;1;68,7016;1;1;2;2;1;1;2;1;0;1;1;1;1;1;1;1;1;1;47;5500;1;1;1;10;1;60;9;0,0002;0
641;2;0,0517;1;1;2;4;2;3;2;1;234;7;22;35;35;1;1;1;1;1;58;5001;1;1;1;9;1;12;16;6,2723;0
642;60;17,1705;2;1;2;4;3;3;1;1;8;2;2;2;12;1;1;1;1;1;38;2982;1;1;1;12;1;24;17;22,086;0
643;31;0,0133;1;1;2;2;1;1;0;1;7;11;11;11;11;1;1;1;1;1;45;2934;1;1;1;12;1;24;14;20,955;0
644;87;0,0181;1;1;1;2;1;3;1;1;0;5;5;5;5;1;1;1;1;1;38;3001;1;1;1;12;1;24;17;12,1028;0
645;2;84,3174;1;2;3;2;2;1;2;1;0;1;1;1;1;1;1;1;1;1;55;2501;1;1;1;12;1;60;32;5,4745;0
646;1;151,8578;1;1;1;3;1;1;1;1;0;1;1;1;1;1;1;1;1;1;33;4000;1;1;1;7;1;60;13;12,0646;0
647;3;0,9623;1;1;3;4;2;2;1;1;25;5;5;5;5;1;4;1;1;1;46;3500;1;1;1;11;1;60;14;176,3192;0
648;6;719,2907;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;57;6500;1;1;1;10;1;60;8;4,8629;0
649;1;17,8843;1;1;2;1;1;2;1;1;25;1;1;1;2;1;1;1;1;1;40;5418;1;1;1;12;1;48;9;11,007;0
650;16;287,1047;2;1;1;2;1;1;1;1;0;2;2;2;2;1;1;1;1;1;54;5019;1;1;1;12;1;36;16;68,514;0
651;2;0,1173;1;1;2;4;2;1;1;1;0;2;2;2;2;1;1;1;1;1;36;4876;1;1;1;6;1;10;10;35,2297;0
652;1;2,9851;2;1;1;2;2;4;1;1;30;2;4;4;4;1;1;1;1;1;47;6500;1;1;1;7;1;60;8;13,4391;0
653;1;120,9565;1;2;1;1;1;1;1;1;0;1;1;1;1;1;2;1;1;1;38;4250;1;1;1;6;1;99;19;24,6361;0
654;16;0,3286;1;4;1;1;1;4;1;1;8;11;11;11;11;1;4;1;1;1;55;3251;1;1;1;10;1;12;12;22,8424;0
655;1;1139,7511;2;1;1;1;1;1;0;1;0;2;2;2;2;1;1;1;1;1;53;5019;1;1;1;9;1;60;16;83,8265;0
656;2;7,0475;3;1;1;1;1;3;1;1;0;3;3;6;17;1;1;1;1;1;35;4167;1;1;1;7;1;36;19;41,1387;0
657;2;4,2625;2;1;1;2;1;2;1;1;75;2;3;3;4;1;1;1;1;1;45;3500;1;1;1;8;1;6;14;0,0001;0
658;1;0,0402;1;1;1;2;1;2;1;1;29;2;4;6;19;1;1;1;1;1;50;3500;1;1;1;10;1;6;14;6,9193;1
659;2;152,2628;2;1;2;3;3;1;1;1;0;2;2;2;2;1;1;1;1;1;38;2750;1;1;1;10;1;96;18;5,9339;1
660;11;1,2045;1;1;1;1;1;2;1;1;0;1;4;4;4;1;2;1;1;1;35;3000;1;1;1;9;1;24;27;158,1119;0
661;12;18,588;1;1;2;4;3;2;4;1;0;1;1;1;3;1;1;1;1;1;39;3500;1;1;1;12;1;60;14;15,9424;0
662;8;26,9841;1;2;1;2;1;2;1;1;12;1;1;1;11;1;1;1;1;1;31;3251;1;1;1;10;1;60;15;7,9298;0
663;20;1136,0478;2;1;1;1;1;1;1;1;0;2;2;2;2;1;1;1;1;1;40;4750;1;1;1;10;1;24;8;10,2637;0
664;2;0,0363;4;1;3;3;2;6;2;1;108;9;9;9;25;1;1;1;1;1;40;5000;1;1;1;10;1;60;16;26,5038;0
665;2;84,0556;2;1;3;2;2;1;3;1;117;2;2;2;2;1;1;1;1;1;48;4876;1;1;1;10;1;24;8;34,8668;0
666;1;0,3113;3;1;1;2;2;1;0;1;20;4;4;4;4;1;1;1;1;1;31;5000;1;1;1;10;1;60;16;3,0262;0
667;1;0,5662;2;1;1;2;1;1;1;1;0;10;10;10;10;1;1;1;1;1;48;3638;1;1;1;10;1;60;14;0,0002;0
668;2;123,9579;6;3;1;3;1;2;3;1;0;6;6;6;6;1;1;1;1;1;45;5500;1;1;1;9;1;25;15;8,8231;1
669;40;0,1834;1;1;2;1;1;3;3;1;0;7;9;9;9;1;1;1;1;1;45;2440;1;1;1;10;1;24;20;85,8591;0
670;1;0,0115;1;1;1;1;1;2;1;1;6;3;3;3;8;1;1;1;1;1;35;5001;1;1;1;12;1;24;10;4,441;0
671;1;0,3282;2;1;1;1;1;6;2;1;56;7;9;20;33;1;1;1;1;1;38;3500;1;1;1;9;1;24;11;0,0001;0
672;1;12,976;1;1;1;1;1;2;1;1;0;1;1;2;2;1;1;1;1;1;54;3000;1;1;1;8;1;60;27;21,9987;0
673;1;28,3286;1;1;1;1;1;1;1;1;0;1;1;1;3;1;1;1;1;1;39;5000;1;1;1;8;1;24;10;0,0001;0
674;1;16,0171;5;1;1;2;2;1;1;1;4;5;5;5;6;1;1;1;1;1;51;4333;1;1;1;10;1;24;12;4,6363;0
675;1;2,1898;2;1;1;1;1;1;1;1;8;2;10;10;10;1;1;1;1;1;56;2709;1;1;1;10;1;48;18;2,8409;0
676;71;7,6234;2;1;1;1;1;2;1;1;0;2;2;3;3;1;1;1;1;1;37;4008;1;1;1;9;1;26;12;15,9727;1
677;1;228,0247;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;40;5418;1;1;1;9;1;24;9;0,0002;0
678;77;389,8473;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;32;3500;1;1;1;9;1;24;14;12,31;0
679;28;0,0324;4;1;2;2;1;5;1;1;8;8;8;11;11;1;1;1;1;1;33;3521;1;1;1;12;1;12;20;11,5535;0
680;5;39,1582;1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;33;5418;1;1;1;14;1;48;13;6,0801;0
681;1;165,6544;1;2;1;1;1;1;2;1;0;1;1;1;1;1;3;1;1;1;49;5000;1;1;1;7;1;48;10;0,0001;0
682;1;0,9063;1;1;1;1;1;1;1;1;90;2;2;2;2;1;1;1;1;1;33;3521;1;1;1;10;1;24;11;0,0001;1
683;19;1,0851;1;1;1;3;1;2;1;1;0;1;3;4;4;1;2;1;1;1;47;5019;1;1;1;12;1;60;16;16,6449;0
684;2;0,1525;3;2;4;4;3;8;3;1;50;17;17;24;37;1;2;1;1;1;52;3000;1;1;1;12;1;6;27;12,6736;0
685;1;75,0145;1;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;40;3001;1;1;1;10;1;26;17;0,0001;0
686;2;350,0188;5;1;1;2;1;1;1;1;53;5;5;5;5;1;1;1;1;1;38;3251;1;1;1;10;1;53;18;21,9764;0
687;1;11,2143;2;1;1;2;1;1;1;1;19;2;2;8;17;1;1;1;1;1;46;2500;1;1;1;9;1;60;20;24,3886;0
688;2;21,8318;3;2;1;1;1;1;1;1;8;3;3;3;4;1;2;1;1;1;36;3251;1;1;1;10;1;24;15;0;0
689;10;6,3068;2;1;1;1;1;2;1;1;8;2;3;3;3;1;2;1;1;1;51;2934;1;1;1;10;1;12;17;19,856;0
690;2;0,1869;1;2;1;2;1;1;2;1;25;2;2;2;2;1;2;1;1;1;50;2812;1;1;1;7;1;70;20;0,0002;1
691;39;38,7086;1;1;1;7;1;2;1;1;0;1;1;1;1;1;1;1;1;1;53;4500;1;1;1;12;1;60;18;25,97;0
692;62;0,2838;1;2;1;1;1;4;1;1;26;2;8;13;13;1;2;1;1;1;46;2208;1;1;1;8;1;36;36;29,2512;0
693;1;0,7879;1;1;2;2;1;1;1;1;35;3;9;9;13;1;1;1;1;1;57;2934;1;1;1;10;1;24;14;2,6027;0
694;1;35,3847;1;1;2;3;3;4;1;1;0;1;1;1;1;1;1;1;1;1;45;4065;1;1;1;12;1;24;10;7,7769;0
695;1;68,0145;1;1;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;35;5268;1;1;1;7;1;48;9;11,6795;0
696;1;0,0226;1;1;1;2;1;2;1;1;27;4;4;4;4;1;1;1;1;1;38;5418;1;1;1;12;1;60;9;8,8341;0
697;2;7,1409;3;1;1;1;1;3;1;1;24;3;3;9;10;1;1;1;1;1;31;6500;1;1;1;13;1;6;12;170,3387;1
698;41;0,2235;1;2;2;8;2;9;1;1;0;2;9;21;30;1;2;1;1;1;35;3500;1;1;1;10;1;36;14;7,3881;1
699;1;10,6502;1;1;2;2;2;2;1;1;0;1;1;10;10;1;1;1;1;1;53;3521;1;1;1;10;1;24;14;3,2721;0
700;13;107,9625;1;1;2;2;1;1;1;1;0;1;1;1;1;1;2;1;1;1;50;4516;1;1;1;6;1;16;18;21,1201;0
701;1;839,9532;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;32;2208;1;1;1;9;1;54;18;0,0001;0
702;2;0,7125;2;2;1;2;2;1;2;1;0;4;4;4;4;1;1;1;1;1;42;4100;1;1;1;9;1;12;12;6,5341;0
703;2;0,0878;1;1;1;1;1;3;1;1;54;3;3;3;11;1;1;1;1;1;49;5001;1;1;1;7;1;6;10;185,3581;0
704;1;0,0912;1;2;1;8;3;3;3;1;67;28;28;39;39;1;1;1;1;1;49;5001;1;1;1;9;1;60;8;65,6059;0
705;1;252,3857;1;1;1;2;1;1;1;1;0;1;1;1;1;1;3;1;1;1;50;5000;1;1;1;10;1;60;10;2,8924;0
706;1;43,8104;2;1;3;1;2;2;0;1;0;2;2;2;2;1;1;1;1;1;30;3250;1;1;1;7;1;24;12;8,8959;0
707;2;7,987;1;1;1;1;1;1;1;1;0;1;1;2;2;1;1;1;1;1;44;2500;1;1;1;9;1;6;20;0,0002;0
708;3;1,2799;1;1;2;2;2;3;2;1;92;1;5;5;6;1;1;1;1;1;40;6000;1;1;1;12;1;36;8;57,6;0
709;18;134,0584;1;2;1;2;2;1;0;1;0;1;1;1;1;1;1;1;1;1;39;5001;1;1;1;9;1;36;16;13,1506;0
710;10;128,0551;1;1;2;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;38;4334;1;1;1;6;1;47;12;28,3622;0
711;13;22,9479;1;1;1;2;2;2;1;1;116;1;1;1;9;1;1;1;1;1;45;3251;1;1;1;13;1;36;15;19,9432;0
712;1;0,0323;3;1;3;3;2;2;2;1;5;4;4;4;4;1;1;1;1;1;46;3261;1;1;1;13;1;24;25;27,7117;0
713;1;63,1733;1;2;4;3;2;1;1;1;0;1;1;1;1;1;1;1;1;1;50;3000;1;1;1;12;1;26;17;23,0955;0
714;1;13,9033;2;1;1;2;2;3;1;1;25;2;2;12;15;1;1;1;1;1;59;5000;1;1;1;11;1;6;16;6,6442;0
715;1;5,1994;1;2;1;2;2;2;1;1;4;1;2;2;2;1;2;1;1;1;47;4516;1;1;1;9;1;60;11;6,8225;1
716;92;50,0437;1;1;2;4;1;2;1;1;0;1;1;1;1;1;2;1;1;1;49;2709;1;1;1;8;1;72;18;18,1939;0
717;1;16,8096;1;1;1;1;1;2;1;1;75;1;1;1;4;1;1;1;1;1;39;3251;1;1;1;9;1;12;15;0,0002;0
718;2;0,0143;2;1;2;3;1;1;1;1;8;3;3;4;4;1;1;1;1;1;42;3359;1;1;1;12;1;12;12;0,0002;0
719;1;47,2075;2;2;1;1;1;2;2;1;0;2;2;2;2;1;2;1;1;1;34;3001;1;1;1;5;1;60;17;11,3605;0
720;2;0,0187;3;1;1;3;2;1;1;1;0;9;9;14;14;1;1;1;1;1;35;4000;1;1;1;9;1;100;12;13,2146;1
721;1;0,5788;1;1;1;2;1;1;1;1;101;2;2;2;2;1;1;1;1;1;46;2509;1;1;1;10;1;48;16;4,7485;0
722;1;7,051;2;1;2;2;2;3;1;1;82;2;2;8;8;1;1;1;1;1;49;5017;1;1;1;10;1;60;16;19,5603;0
723;11;0,1332;2;1;1;1;1;3;1;1;12;19;19;19;19;1;2;1;1;1;36;2249;1;1;1;9;1;48;18;36,0664;0
